,price,year,km,engine_size,horse_power
36884,177850,2020,13000,1368,100
36885,179000,2020,16000,1200,101
36886,191500,2017,113000,1598,115
36887,195000,2013,74800,1197,105
36888,202500,2012,236000,1801,151
36889,22000,1989,290000,1581,80
36890,252000,2011,171000,1801,126
36891,279000,2014,39935,1595,122
36892,38500,1998,50000,1397,72
36893,485000,2016,56500,1401,151
36894,66500,2004,299645,1399,83
36895,77500,2007,200000,1390,75
36896,84500,2006,293000,1201,76
36899,110000,2012,108000,1598,124
36900,115000,2011,330000,1248,95
36901,116000,2016,139000,1401,51
36902,125000,2012,190000,1461,110
36903,133000,2008,297000,1390,125
36904,146000,2019,16150,898,90
36905,16500,1991,100000,1597,90
36906,174500,2017,59300,1395,125
36907,179750,2016,81000,1596,125
36908,19900,1993,207000,1289,57
36909,207000,2020,0,1200,101
36910,228900,2020,0,1201,101
36911,235000,2020,20500,1598,132
36912,250000,2009,158000,1995,177
36914,313900,2017,42000,1598,120
36915,33000,1994,185000,1581,80
36916,85000,2009,219000,1582,90
36917,86500,1987,370000,5001,201
36918,89000,2017,480000,1248,95
36919,90000,2006,345000,1560,109
36920,102000,2007,240000,1968,140
36921,108000,2015,174000,1248,95
36922,113000,2011,183000,1598,124
36923,120000,2010,229500,1398,71
36924,145000,2013,78000,1197,105
36925,149000,2014,147000,1396,90
36926,201000,2009,330000,1796,184
36927,205000,2019,9100,1401,76
36928,24000,1989,98484,1581,80
36930,264500,2018,124000,1598,120
36931,345000,2014,138000,1995,184
36932,48750,1998,255000,1389,90
36933,535000,2017,118000,1201,126
36934,64750,2001,380000,1596,100
36935,67000,2000,240000,1332,86
36936,68500,1996,280000,1984,210
36938,74000,2004,155000,1240,80
36939,82000,2005,270000,1598,115
36941,111500,2009,232000,1242,69
36942,117900,2011,217000,1397,100
36943,137000,2014,54400,1461,110
36944,137500,2011,130000,1364,90
36945,138000,2014,160000,1461,110
36946,148000,2015,158000,1461,90
36947,158000,2012,224000,1401,101
36948,165000,2012,220000,1598,105
36949,166500,2020,21000,1499,100
36951,193500,2017,126000,1499,120
36952,205000,2018,89000,1582,136
36953,245900,2019,35500,1598,115
36954,286990,2016,69350,1598,110
36955,309500,2013,162000,1401,151
36956,31000,1998,40000,1372,71
36957,428000,2016,72000,1401,151
36958,60000,1999,300000,1201,76
36959,78750,2004,240000,1498,98
36960,85000,2010,169000,1150,72
36961,92000,2009,190000,1598,103
36962,107000,2010,173000,1242,82
36963,116000,2016,139000,1401,51
36964,118750,2011,134000,1201,76
36965,121750,2009,213500,1595,125
36966,122500,2011,325000,1560,111
36967,124000,2006,215000,1598,115
36968,140000,2019,18200,898,90
36969,170000,2014,249500,1395,140
36970,172000,2018,42500,1201,76
36971,185000,2013,175403,1598,105
36972,187000,2017,28000,1598,110
36973,193900,2017,49500,1461,110
36974,225000,2012,340000,1801,126
36976,240000,2020,20000,1598,132
36977,350900,2014,133000,1801,176
36978,405000,2014,144000,1401,151
36979,55000,1991,278000,1401,76
36980,795000,2018,69000,1969,235
36981,81250,2011,130000,1248,78
36982,88500,2012,130000,1398,100
36983,115000,2007,180000,1598,110
36985,134990,2011,150000,1401,76
36986,155000,2017,40000,1248,84
36987,161000,2019,43000,1201,76
36989,172000,2013,128500,1401,101
36990,187000,2016,163000,1598,136
36991,205000,2019,9100,1401,76
36992,208500,2014,182000,1598,105
36993,215900,2020,7500,1461,115
36994,290000,2020,10000,1597,125
36995,335000,2014,136000,1598,170
36996,455000,2015,167000,1968,190
36997,50000,2000,90000,1581,96
36998,60000,2006,145000,1150,72
36999,625000,2017,80000,1969,190
37001,78000,2006,280000,1599,107
37002,85000,2008,111000,1390,75
37003,97000,2001,240000,1801,126
37004,1475000,2011,21000,3501,326
37005,105000,2011,71000,1390,75
37006,106900,2006,146000,1240,80
37007,107500,2012,179000,1560,114
37008,112500,2013,75000,898,90
37010,127000,2011,140000,1461,85
37012,158950,2016,27000,1368,100
37013,162000,2011,160000,1596,160
37014,163000,2014,213000,1396,90
37015,179750,2012,18000,1595,125
37016,190000,2008,76000,1308,231
37017,208000,2013,164000,1598,170
37018,217500,2017,116000,1401,101
37019,228500,2013,100000,1598,105
37020,232000,2017,216000,1598,120
37021,315000,2013,175000,1401,151
37023,346900,2016,110000,1401,151
37024,36750,1997,260000,1289,68
37025,37000,1995,240000,1351,90
37026,38500,2001,150000,1581,83
37027,40000,2000,166000,1372,71
37029,45000,2008,178000,1405,70
37030,47000,1994,296000,1597,90
37031,55750,1998,253627,1801,126
37033,71000,2000,308000,1948,136
37034,81900,1990,286000,3980,222
37035,84500,2008,165000,1328,93
37036,87900,2001,196000,1598,110
37037,89750,2002,330000,1401,101
37038,90000,2004,286000,3518,252
37039,90000,2012,64000,1498,106
37040,12345,2012,126000,1461,70
37041,128000,2011,186000,1596,125
37042,136500,2017,69000,1560,93
37043,138000,2014,160000,1461,110
37044,154900,2018,51000,1248,95
37045,175000,2015,160000,1401,76
37046,205000,2013,339000,1801,176
37047,21000,1989,45000,1581,80
37048,390000,2014,82000,1801,176
37049,49000,1996,325000,1998,136
37050,62750,2003,211000,1497,90
37052,69000,1995,446000,1998,136
37053,72750,2008,269000,1422,80
37054,75000,2005,314000,1599,107
37056,90900,2010,186700,1396,105
37057,92000,2012,175000,1248,75
37058,95750,2007,165000,1201,76
37060,995000,2020,32944,1801,226
37062,113500,2010,55000,1399,94
37063,120000,2005,97000,1798,125
37064,125000,2017,102000,1560,93
37065,132000,2014,81000,1198,80
37066,147500,2013,110000,1339,100
37067,182500,2016,130000,1499,120
37069,197900,2002,339000,3600,272
37070,198000,2009,161000,1390,125
37071,205000,2015,44000,1598,110
37072,227900,2020,0,1200,76
37073,262500,2016,50000,1395,125
37075,36500,1996,158000,1601,101
37076,49750,2004,179000,1390,75
37079,78900,2013,250000,1248,95
37080,79500,2010,157000,1390,75
37081,875500,2020,14000,1401,151
37082,107750,2011,118000,1398,70
37083,112000,2011,83000,1198,80
37084,128500,2011,110400,1598,124
37085,131750,2015,93000,1461,90
37086,148000,2012,130000,1364,90
37087,160000,2016,161000,1198,130
37088,178500,2015,135000,1598,110
37089,179750,2020,6200,1368,100
37090,185500,2015,59000,1364,140
37091,193900,2017,49500,1461,110
37092,20000,1987,45545,1297,65
37093,215750,2015,54000,1598,125
37094,234500,2014,155000,1598,110
37095,260000,2017,69000,1201,101
37096,353000,2012,54000,1595,156
37097,460000,2017,92000,1801,176
37098,60000,2000,399000,1855,200
37099,87000,2009,200000,1493,110
37100,92500,2015,250000,1201,76
37101,96000,2014,136000,1199,73
37102,97500,2012,210000,1401,76
37103,108500,2008,282000,1560,109
37104,109750,2010,132000,1598,124
37105,117750,2015,215000,1396,90
37106,119900,2012,230000,1401,76
37107,125750,2013,123000,1201,76
37108,163900,2018,41000,1461,90
37109,169750,2012,141000,1598,105
37110,178000,2017,44000,1396,90
37111,187000,2008,173000,1796,184
37112,205250,2017,93000,1598,136
37113,225000,2018,62000,1461,110
37115,252750,2021,0,1200,101
37116,27500,1987,99000,1297,65
37117,29750,1994,230000,1598,90
37118,310000,2015,86000,1598,110
37119,339500,2021,11200,1597,125
37120,48500,1999,138500,1289,68
37122,78900,2013,254000,1248,95
37123,92000,2007,170000,1201,76
37125,113000,2010,250000,1598,115
37126,115000,2008,105000,1595,102
37127,125000,2009,195000,1598,115
37128,144000,2011,146000,1595,125
37129,145000,2018,26000,1560,100
37130,196000,2015,98000,1598,110
37132,210000,2012,152000,1401,126
37133,213750,2017,150000,1461,110
37134,215900,2020,7500,1461,115
37136,279750,2017,33000,1395,125
37137,57999,2000,337000,1597,100
37138,63500,2007,141680,1150,72
37139,64000,1998,198000,1855,200
37140,70000,2010,245000,1401,101
37141,74500,2008,208000,1388,80
37142,79000,1993,432000,1801,126
37143,92500,2014,140000,1201,76
37144,93000,2014,247000,1461,75
37145,101000,2011,215000,1595,125
37147,113000,2012,160000,1598,124
37148,114500,2015,102000,1390,85
37149,115000,2012,178000,1461,103
37150,121000,2013,155000,1461,90
37151,138950,2016,156000,1582,136
37152,169500,2015,170000,1582,128
37153,232000,2014,143000,1560,115
37154,276500,2020,650,1200,101
37155,33900,1998,120000,1581,80
37156,359750,2016,17000,1598,120
37157,520000,2014,196000,1995,218
37159,67500,2004,215000,1398,69
37160,75000,2006,340000,1801,126
37161,79500,2000,228000,1598,100
37162,80000,2004,140000,1298,87
37163,86000,2005,226911,1595,102
37164,87500,1997,371444,1998,136
37166,100000,2010,107000,1587,111
37167,113000,2016,200000,999,75
37168,116500,2011,144000,1598,124
37169,125000,2019,4000,1000,73
37170,134999,2016,117000,1596,105
37172,175000,2015,151000,1401,101
37173,175000,2013,92000,1364,90
37174,185900,2001,425000,3199,224
37175,197000,2019,14590,999,100
37176,26500,1992,91600,1581,83
37177,297900,2021,0,1401,101
37178,299900,2012,180000,1801,176
37179,55750,1997,386000,1801,126
37181,60000,1998,125000,999,54
37182,62500,2004,443000,1801,151
37183,64500,2014,650000,1201,76
37184,69500,2006,290000,1422,80
37185,77999,2007,135555,1390,75
37186,79500,2010,157000,1390,75
37187,101000,2004,236000,1401,101
37188,105000,2015,205000,1461,90
37189,116750,2008,237000,1560,109
37190,127000,2012,92000,1397,96
37191,137750,2018,79990,1461,90
37192,157500,2017,33000,1200,76
37193,177900,2018,31668,999,110
37194,180000,2015,155000,1499,120
37195,197900,2006,280000,2967,233
37196,224000,2014,106000,1401,101
37197,237900,2008,148000,1601,176
37198,255000,2018,65000,1598,115
37200,65750,2002,220000,1201,76
37201,71500,2009,177000,1390,75
37202,75900,2001,55000,1401,76
37203,80000,2000,188000,1398,97
37204,88750,2006,255000,1248,90
37205,88950,2009,230000,1401,101
37206,89900,2011,118000,1399,97
37207,92000,2010,210000,1598,124
37208,127750,2014,85000,1461,90
37209,135000,2011,98000,1595,125
37210,137500,2013,198000,1591,132
37211,158500,2017,30000,1200,76
37212,172700,2017,87900,1461,90
37213,173750,2013,85000,1598,132
37214,204750,2016,131000,1395,125
37215,215000,2016,119000,1598,110
37216,225000,2014,168000,1560,115
37217,243000,2014,87000,1401,101
37218,30000,1995,99999,1581,75
37219,410000,2014,99000,1592,170
37220,415000,2011,215000,1601,201
37221,43500,1997,284000,1948,139
37222,45000,1999,350000,1581,83
37223,70000,2006,222000,1201,51
37224,83000,2006,191000,1560,93
37225,875000,2016,38000,1968,190
37226,89750,2001,139000,1598,100
37227,90500,2007,116000,1086,65
37228,96950,2010,182000,1598,113
37229,107500,2012,179000,1560,114
37230,120000,2014,160000,1461,90
37231,125750,2014,222000,1598,105
37232,127000,2011,140000,1461,85
37233,158950,2016,27000,1368,100
37234,205000,2016,153000,1598,110
37235,232000,2017,216000,1598,120
37236,252000,2015,127458,1560,115
37237,297500,2016,115000,1401,126
37238,30999,1994,150000,1581,83
37239,40000,2000,166000,1372,71
37241,53000,1997,400000,1396,90
37242,645000,2017,32000,1595,156
37243,65000,2000,188000,1870,98
37244,665900,2020,38000,1801,176
37246,70000,2001,250000,1596,100
37247,88500,2005,250000,1401,101
37249,94750,2004,198000,1598,100
37251,105500,2015,150000,1201,76
37252,108000,1996,540000,1801,126
37253,115000,2012,130000,1598,124
37254,116000,2014,216000,1401,76
37255,119000,2017,72500,1560,93
37256,119950,2015,187750,1401,51
37257,125000,2007,340000,1998,130
37258,133000,2014,225626,1461,90
37259,134900,2008,205000,1595,125
37260,155000,2012,153000,1560,114
37261,159000,2004,149000,2736,203
37262,167500,2013,119000,1590,117
37263,175000,2011,130000,1201,101
37264,175000,2016,113000,1422,90
37265,210000,2020,10400,1242,90
37266,239000,2012,173000,1801,126
37267,30500,2000,270000,1500,78
37268,324000,2017,102000,1499,136
37269,34750,2000,155000,1581,96
37270,35000,2007,291000,1405,70
37272,40000,1998,316000,1597,95
37273,42000,1998,225000,1468,91
37274,42500,1997,217000,1396,103
37276,49500,2002,293000,1598,105
37277,53000,2001,310000,1783,122
37278,55000,2003,250000,1390,100
37279,73750,2010,292500,1401,76
37280,82500,2007,350000,1461,100
37281,85500,2005,235000,1598,100
37283,89000,2005,580003,1240,80
37284,90000,2012,64000,1498,106
37287,105500,2015,150000,1201,76
37288,119000,2017,72500,1560,93
37289,121750,2009,168000,1365,90
37290,133000,2014,225626,1461,90
37291,134750,2012,153000,1248,95
37292,135900,2011,183000,1560,110
37293,161000,2012,85500,1582,128
37294,162500,2015,145000,1461,110
37295,166000,2019,23000,1461,95
37296,175000,2011,130000,1201,101
37298,275000,2017,113500,1598,120
37299,288000,2018,59000,1498,152
37300,299900,2021,2850,999,115
37301,299999,2020,2950,1401,101
37302,39900,1995,125000,1581,83
37303,56750,1989,250000,1596,100
37304,670000,2018,57900,1595,156
37305,73750,2010,292500,1401,76
37306,99750,2012,103000,1198,80
37307,1580000,2020,780,1984,245
37308,115000,2009,65000,1201,76
37309,125000,2016,150000,1598,120
37310,135000,2016,150000,1199,83
37311,135500,2012,190000,1595,125
37312,138500,2014,165000,1598,110
37313,189500,2015,180000,1461,110
37314,201000,2011,109000,1390,122
37315,245900,2021,8,999,115
37316,35000,1990,100000,1581,83
37317,373000,2015,130000,1401,151
37318,408000,2018,25000,1461,116
37320,69900,2005,70000,1390,75
37321,702500,2017,109500,1801,176
37322,74900,2009,140000,1401,101
37324,82750,2008,320000,1461,100
37325,85000,2009,190000,1598,109
37326,87500,2000,300000,1596,100
37327,94750,2011,109000,1493,110
37328,107900,2005,292000,1590,110
37329,113750,2013,193000,1401,76
37330,128750,2012,190000,1364,90
37331,139900,2015,98000,1199,83
37332,145000,2013,78500,1396,100
37334,152750,2012,148000,1201,76
37335,175000,2016,158000,1401,126
37336,180000,2018,99000,1461,90
37337,235000,2017,109000,1598,115
37338,245900,2021,8,999,115
37339,302500,2018,47263,1401,101
37341,44500,1982,255000,2501,76
37342,66500,2008,195000,1368,77
37343,69000,2003,330000,1596,109
37344,76000,2011,121500,1229,70
37345,81950,2005,235000,1801,126
37346,87900,2006,191000,1390,98
37347,920000,2017,25000,1998,252
37348,999000,2020,0,1801,226
37349,103900,2005,269000,1590,110
37350,115000,2011,73500,1461,103
37351,115000,2011,290000,1560,90
37353,120000,2012,69000,1461,90
37354,122000,2011,218000,1560,114
37355,137750,2012,140000,1364,90
37356,144750,2015,90000,1248,84
37357,147950,2017,136000,1598,120
37358,158900,2012,76000,1401,126
37359,186000,2015,223000,1461,110
37360,189000,2019,800,1398,90
37361,191000,2015,155500,1598,110
37362,199000,2015,141000,1598,110
37363,199750,2017,110000,1598,115
37364,305500,2014,255000,1462,109
37365,345000,2019,9000,1498,152
37366,430250,2017,117000,1968,190
37367,435000,2018,63000,1995,190
37368,47500,1997,11111,1581,83
37369,63500,2003,238000,1401,101
37370,102500,1994,390000,2497,113
37371,117000,2009,222000,1201,76
37372,123000,2015,86000,999,75
37373,125000,2012,147000,1598,124
37375,137750,2016,125000,1461,110
37376,138500,2000,175000,1801,126
37377,155000,2012,298000,1560,109
37378,155900,2013,136000,1598,105
37379,160900,2017,78000,1461,90
37380,168500,2016,38000,1461,90
37381,197950,2018,47000,1201,76
37382,202750,2014,124000,1598,105
37383,248000,2013,203000,1801,126
37384,27500,1995,1111,1581,83
37385,49750,2000,260000,1332,86
37386,60250,2004,202000,998,60
37387,63500,2000,300000,1597,100
37388,91000,2004,235000,2501,151
37389,93000,2011,116000,1493,88
37390,93000,2013,33000,998,69
37391,118500,2012,170000,1582,128
37393,167500,2012,168000,1595,125
37394,179900,2016,330000,1461,110
37395,185250,2017,138000,1461,110
37396,195000,2015,230000,1401,101
37397,195000,2011,224000,1998,136
37398,214500,2020,2000,1368,100
37399,253750,2017,80000,1598,120
37400,266750,2020,17000,1498,150
37401,27500,1991,1111,1581,78
37402,36750,1991,92000,1581,83
37403,395750,2012,183000,1801,176
37404,55000,2001,280000,1998,150
37405,68500,1993,280000,1799,122
37406,68750,2001,307192,1389,90
37407,695000,2017,32000,1984,252
37408,71000,2001,272000,1597,106
37409,84900,2015,171000,1560,93
37410,88600,2008,17900,1399,95
37411,91250,2016,95450,1149,75
37412,110750,2015,80000,1201,76
37413,118500,2012,255000,1560,114
37414,130000,2011,129000,1582,115
37416,135000,2012,217000,1461,110
37417,162900,2008,315000,1968,136
37418,195900,2018,25000,1598,132
37419,214900,2020,1,1200,76
37420,220000,2015,49000,1401,101
37421,234750,2017,49750,1395,150
37422,275000,2013,260000,1801,176
37423,279000,2018,76596,1598,101
37424,30500,1992,185000,1390,83
37425,300000,2016,214000,1598,120
37426,349000,2015,67000,1462,109
37428,67000,2004,232000,1389,90
37429,67500,2004,227000,1598,109
37431,87000,2004,242000,1587,109
37432,91250,2016,93900,1149,75
37433,108750,2016,144000,1461,90
37434,109000,2010,170000,1596,100
37435,112000,2012,140000,1598,124
37436,124950,2010,147500,1401,101
37438,166000,2017,135000,1396,90
37439,175000,2020,8000,1401,101
37440,209900,2014,190000,1401,101
37441,247500,2017,60280,1598,115
37442,263000,2017,58750,1598,115
37443,289000,2020,57000,1401,126
37444,34000,1993,189000,1397,72
37445,36500,2000,415000,1324,64
37446,36750,1992,321113,2498,143
37447,37000,1996,75000,1581,83
37448,424900,2016,105000,1598,136
37449,64500,2004,257000,1398,93
37450,659900,2012,205000,2967,245
37451,67500,2001,290000,1597,106
37452,69900,1999,365000,1598,110
37453,96000,2014,161500,1201,76
37454,123900,2012,75500,1390,85
37455,133000,2014,195000,1560,93
37456,138500,2009,210000,1560,109
37457,143900,2013,68000,1401,101
37458,146000,2013,94200,1248,95
37459,178500,2018,99000,1401,101
37460,189900,2015,61000,1197,105
37461,197750,2007,282000,2148,150
37462,214750,2021,950,1201,76
37463,22000,1993,204000,1289,54
37464,37900,1998,275000,1201,51
37465,40000,2001,16750,1401,76
37466,57000,1991,394000,1601,101
37467,60000,2000,198000,1390,75
37469,609900,2016,97000,1968,190
37470,69900,2000,257000,1598,110
37471,71250,2006,161800,1086,65
37472,72000,2007,212000,1150,72
37473,73500,2013,235000,1461,90
37474,75000,2001,381000,1401,101
37475,100000,2010,86000,1493,110
37476,105900,2005,180000,1596,100
37477,114500,2015,195000,1461,90
37478,132500,2012,180000,1201,76
37480,147000,2014,47000,1461,90
37481,159900,2019,71960,1461,75
37483,172750,2016,105000,1422,90
37485,190000,2011,143000,1560,115
37486,205000,2014,137000,1598,105
37487,258500,2018,18000,1401,101
37488,307000,2012,90000,1598,136
37489,45000,1994,129000,1581,83
37490,498000,2018,33000,1598,136
37491,63900,1999,279000,1598,110
37492,65000,2005,338000,1598,109
37494,93750,2015,175000,1201,76
37495,97500,2013,102500,1199,73
37496,103750,2011,175000,1598,157
37497,107000,2012,195000,1598,124
37498,115000,2009,65000,1201,76
37499,119000,2006,176000,1598,90
37500,123000,2013,121000,1198,75
37501,125000,2016,150000,1598,120
37502,128500,2008,130000,1596,100
37503,129900,2007,190000,1595,125
37504,135000,2016,150000,1199,83
37505,139900,2012,67000,1200,101
37506,140000,1996,147000,3518,215
37507,159000,2017,42826,1198,80
37508,160000,2011,55500,1590,117
37509,165000,2016,125000,1591,130
37510,189500,2015,180000,1461,110
37511,201000,2011,109000,1390,122
37512,25500,1992,80000,1499,68
37513,25650,2001,195000,1581,83
37514,269500,2014,165000,1401,76
37515,287500,2012,170000,1796,156
37516,293000,2019,44500,1601,101
37517,298500,2016,90000,1401,151
37518,32750,1984,17000,1397,72
37519,327000,2014,199000,1801,176
37520,33500,1998,181000,1396,103
37521,348000,2020,0,1496,122
37522,46700,1998,75000,1200,101
37523,495900,2014,77500,1998,240
37525,53000,1998,148000,1370,103
37526,59500,1997,290000,1601,101
37527,60000,2012,154000,1368,75
37529,675000,2017,130000,1801,176
37530,709750,2011,230000,3501,276
37532,100000,2013,292160,1560,117
37534,123900,2007,123000,1598,110
37535,129500,2017,95000,1461,90
37536,135000,2017,59000,1461,90
37537,136000,2013,130000,1596,105
37538,147500,2015,158500,1396,90
37539,156500,2017,35000,1200,76
37541,188500,2015,155000,1560,115
37542,220000,2011,350000,1995,184
37543,228000,2016,103000,1395,150
37544,242500,2017,77460,1401,101
37545,26500,1994,142000,1201,51
37546,26750,1993,209000,1581,80
37547,335500,2021,7,999,110
37548,345000,2016,172000,1968,190
37549,368900,2017,62000,1461,109
37550,37500,1998,230000,1581,103
37551,66000,2011,515000,1399,97
37552,72000,2005,199000,1390,98
37553,105000,2011,71000,1390,75
37554,117900,2012,204500,1598,124
37555,121250,2012,135000,1396,108
37556,129750,2015,110000,1461,90
37557,143900,2012,148500,1201,76
37558,148500,2021,6910,1368,95
37559,162000,2011,160000,1596,160
37560,170000,2015,158000,1582,136
37561,179750,2012,18000,1595,125
37562,205000,2012,149800,1390,122
37563,217500,2017,116000,1401,101
37564,228500,2013,100000,1598,105
37565,285000,2017,146000,1598,120
37566,318000,2013,92000,1598,170
37567,38500,2001,150000,1581,83
37568,386900,2018,96000,1461,109
37569,71000,2000,308000,1948,136
37570,80000,2010,148000,1390,75
37571,87900,2001,196000,1598,110
37572,96000,2007,95000,1240,80
37573,96000,2010,159000,1587,111
37575,119950,2015,187750,1401,51
37576,121000,2010,183000,1582,115
37577,134900,2008,205000,1595,125
37578,145500,2011,263000,1598,105
37579,146500,2013,248000,1461,90
37581,203500,2017,104800,1395,125
37582,239000,2012,173000,1801,126
37583,274900,2010,174000,1801,176
37584,333900,2015,106000,1401,101
37585,34750,2000,155000,1581,96
37587,53000,2001,310000,1783,122
37588,55000,2003,250000,1390,100
37591,82500,2007,350000,1461,100
37592,85000,2011,154000,1390,75
37595,103900,2011,150000,1598,124
37596,124000,2013,133000,1598,115
37597,126000,2016,128000,1598,120
37598,128000,2017,124000,1560,93
37599,128500,2008,130000,1596,100
37600,129900,2007,190000,1595,125
37601,134750,2008,220000,1995,143
37602,139900,2012,67000,1200,101
37603,140900,2016,32000,1461,75
37604,185750,2017,175000,1461,110
37605,193000,2014,71000,1401,126
37606,209500,2014,248123,1598,120
37607,217500,2016,160000,1598,110
37608,25650,2001,195000,1581,83
37609,269500,2014,165000,1401,76
37610,293000,2019,44500,1601,101
37611,32750,1984,17000,1397,72
37613,42000,1999,317500,1275,75
37614,675000,2017,130000,1801,176
37615,86000,2010,196000,1493,110
37616,116000,2011,112000,1461,85
37618,117900,2010,275000,1595,125
37619,118500,2014,140000,1560,93
37620,131900,2016,115000,1248,95
37621,136500,2017,31500,1200,76
37622,151000,2017,173000,1582,136
37623,169850,2015,11000,1201,76
37624,217500,2017,140000,1461,110
37625,243000,2019,116000,1401,101
37626,277500,2017,85260,1498,152
37627,378900,2015,53000,1598,136
37628,380000,2015,118000,1801,176
37629,465000,2015,138200,1801,176
37630,49750,2001,48000,1581,83
37631,499750,2020,15100,1401,126
37632,600000,2016,139000,1968,190
37633,88500,2011,196500,1991,150
37635,92000,2010,180000,1582,115
37636,95000,2010,155900,1461,70
37637,100000,2013,130000,1396,90
37639,107900,2015,185000,1461,75
37641,116500,2013,131000,1401,76
37642,119000,2007,122650,1339,83
37644,149000,2015,74000,1200,76
37645,161500,2012,175000,1461,110
37646,165500,2011,221197,1956,190
37647,169500,2016,64000,1596,105
37648,182750,2018,30000,1598,132
37649,238500,2018,16300,999,110
37650,255000,2012,118500,1401,151
37651,27950,1993,59575,1581,80
37652,275000,2015,107000,1598,110
37653,285000,2018,37000,1598,115
37654,375000,2014,94250,1401,151
37655,59500,2004,166000,1242,81
37656,72000,2004,210000,1390,75
37657,93500,2008,243000,1493,110
37658,115000,2001,320000,2979,231
37659,130500,2005,380000,2001,176
37660,132000,2011,199000,1560,111
37661,135900,2017,70000,1461,75
37662,147750,2011,73000,1339,100
37663,156900,2016,62210,1200,76
37664,159000,2016,215900,1499,120
37665,165750,2017,75000,1598,115
37666,170500,2018,86000,1582,136
37667,174000,2012,172000,1582,128
37668,182000,2020,20604,1499,102
37669,215000,2015,58000,1395,140
37670,24000,1991,199000,1581,83
37671,286000,2016,110000,1598,110
37673,345500,2017,122034,1598,120
37674,365000,2021,600,1200,101
37675,65000,2005,122000,1390,75
37676,72000,2004,270000,1998,147
37677,88750,2011,86000,1398,100
37678,92000,2014,188000,1248,95
37679,106000,2014,98000,1199,73
37680,108750,2015,321000,1461,90
37681,116500,2012,155000,1201,76
37682,126000,2011,200000,1598,105
37683,142000,2020,3500,898,90
37684,152000,2016,90000,1201,76
37685,156750,2017,33000,1398,90
37686,171900,2018,88000,1582,136
37687,175750,2016,83000,1422,90
37688,185000,2002,475000,4966,307
37689,185750,2016,120000,1499,120
37690,190950,2016,94000,1461,110
37691,197000,2015,245000,1560,115
37692,205000,2015,110000,1598,125
37693,211000,2017,70000,1582,136
37694,22500,1994,220000,1581,80
37695,252500,2015,298599,1598,120
37696,269000,2004,239000,2979,231
37697,305000,2018,101000,1401,101
37698,44000,2000,208000,1368,77
37699,68000,2000,204000,1597,100
37700,118000,2011,102000,1388,96
37701,120000,2008,251200,1598,115
37703,123900,2012,226000,1598,105
37704,145000,2018,77000,1560,100
37705,162000,2018,10000,1198,80
37706,169750,2020,3200,1200,76
37707,180000,2017,110000,1598,115
37709,25000,1993,70000,1581,83
37710,25950,1994,287000,1372,71
37711,255000,2017,48000,1401,126
37714,56750,2005,265000,1401,51
37715,590000,2008,246000,2501,226
37717,73000,2004,161000,1399,94
37718,90000,2006,345000,1560,109
37719,95000,2015,96000,1149,75
37720,98000,2005,261000,1401,101
37721,107000,2014,140000,1248,85
37722,109500,2008,190000,1595,102
37724,122000,2016,101000,1461,90
37725,122750,2016,110000,1461,90
37726,134500,2017,21000,1199,83
37727,152500,2015,145000,1596,105
37728,169000,2017,57000,1368,100
37729,181900,2015,145000,1598,105
37730,188900,2012,250000,1595,180
37731,226750,2018,68000,1401,101
37732,249000,2015,137000,1598,110
37733,347000,2013,86000,1401,126
37734,44999,1997,235487,1998,133
37735,45000,1998,170000,1598,90
37736,48750,2003,388000,1686,75
37737,56000,2005,220000,1242,81
37738,61000,1997,151000,1581,83
37739,66500,1986,414000,2001,76
37740,91000,2012,102000,1398,100
37742,116000,2011,112000,1461,85
37743,117900,2010,275000,1595,125
37744,120000,2013,143000,1396,90
37745,133000,2013,63000,1200,76
37746,133500,2011,220000,1598,105
37747,139900,2015,98000,1199,83
37748,143000,2001,334000,1998,163
37749,145000,2013,78500,1396,100
37751,169850,2015,11000,1201,76
37752,189750,2016,114000,1401,101
37753,235500,2011,135000,1401,226
37754,243000,2019,116000,1401,101
37755,255000,2008,235000,2987,218
37756,262000,2017,109000,1598,136
37757,263500,2016,99950,1598,120
37758,277500,2017,85260,1498,152
37759,326500,2014,140000,1401,151
37760,34900,2000,257000,1298,69
37761,40000,1999,300000,1597,96
37762,42500,1994,201600,1994,136
37763,49750,2001,48000,1581,83
37764,525000,2015,75000,1999,180
37765,55000,2009,185000,1596,80
37766,56600,1998,292000,1489,90
37767,600000,2016,139000,1968,190
37768,61500,2011,180030,1248,75
37769,64000,2006,160000,1150,72
37770,66500,2008,195000,1368,77
37771,77750,2011,235000,1461,70
37773,82000,2007,155000,1332,95
37774,87900,2006,191000,1390,98
37776,937500,2013,138000,2967,300
37777,99950,2008,142000,1401,101
37778,104000,2006,193800,1590,110
37781,125000,2008,210000,1560,109
37782,126000,2011,139000,1598,124
37783,132000,2007,153000,1498,95
37784,138000,2017,80000,898,90
37785,145000,2019,59500,1499,100
37786,145900,2014,123000,1401,101
37787,213900,2018,57000,1598,115
37788,22850,1993,195000,1289,57
37789,225500,2016,18000,1598,132
37790,259000,2019,10000,1598,115
37791,301500,2016,86800,1598,110
37792,42000,1994,132000,1581,83
37793,51500,2003,269785,1242,80
37794,55000,1996,350000,1998,115
37795,66000,2005,330000,1401,76
37796,87500,2006,250000,1401,101
37797,89000,1995,298950,1801,126
37799,105000,2008,271000,1598,105
37800,112000,2015,250000,1149,75
